模组,键,说明,默认值,可选值,枚举原文及含义,client原始字段,原始tags,权限,参考配置支持,Wildwise 对应配置,Wildwise 边界,评估,源码,源码定位
Beefalo Status Bar,OffsetY,Y Offset (Vertical),0,-200 / -195 / -190 / -185 / -180 / -175 / -170 / -165 / -160 / -155 / -150 / -145 / -140 / -135 / -130 / -125 / -120 / -115 / -110 / -105 / -100 / -95 / -90 / -85 / -80 / -75 / -70 / -65 / -60 / -55 / -50 / -45 / -40 / -35 / -30 / -25 / -20 / -15 / -10 / -5 / 0 / 5 / 10 / 15 / 20 / 25 / 30 / 35 / 40 / 45 / 50 / 55 / 60 / 65 / 70 / 75 / 80 / 85 / 90 / 95 / 100 / 105 / 110 / 115 / 120 / 125 / 130 / 135 / 140 / 145 / 150 / 155 / 160 / 165 / 170 / 175 / 180 / 185 / 190 / 195 / 200,"[{""data"": -200, ""description"": ""-200""}, {""data"": -195, ""description"": ""-195""}, {""data"": -190, ""description"": ""-190""}, {""data"": -185, ""description"": ""-185""}, {""data"": -180, ""description"": ""-180""}, {""data"": -175, ""description"": ""-175""}, {""data"": -170, ""description"": ""-170""}, {""data"": -165, ""description"": ""-165""}, {""data"": -160, ""description"": ""-160""}, {""data"": -155, ""description"": ""-155""}, {""data"": -150, ""description"": ""-150""}, {""data"": -145, ""description"": ""-145""}, {""data"": -140, ""description"": ""-140""}, {""data"": -135, ""description"": ""-135""}, {""data"": -130, ""description"": ""-130""}, {""data"": -125, ""description"": ""-125""}, {""data"": -120, ""description"": ""-120""}, {""data"": -115, ""description"": ""-115""}, {""data"": -110, ""description"": ""-110""}, {""data"": -105, ""description"": ""-105""}, {""data"": -100, ""description"": ""-100""}, {""data"": -95, ""description"": ""-95""}, {""data"": -90, ""description"": ""-90""}, {""data"": -85, ""description"": ""-85""}, {""data"": -80, ""description"": ""-80""}, {""data"": -75, ""description"": ""-75""}, {""data"": -70, ""description"": ""-70""}, {""data"": -65, ""description"": ""-65""}, {""data"": -60, ""description"": ""-60""}, {""data"": -55, ""description"": ""-55""}, {""data"": -50, ""description"": ""-50""}, {""data"": -45, ""description"": ""-45""}, {""data"": -40, ""description"": ""-40""}, {""data"": -35, ""description"": ""-35""}, {""data"": -30, ""description"": ""-30""}, {""data"": -25, ""description"": ""-25""}, {""data"": -20, ""description"": ""-20""}, {""data"": -15, ""description"": ""-15""}, {""data"": -10, ""description"": ""-10""}, {""data"": -5, ""description"": ""-5""}, {""hover"": ""Default"", ""data"": 0, ""description"": ""0""}, {""data"": 5, ""description"": ""5""}, {""data"": 10, ""description"": ""10""}, {""data"": 15, ""description"": ""15""}, {""data"": 20, ""description"": ""20""}, {""data"": 25, ""description"": ""25""}, {""data"": 30, ""description"": ""30""}, {""data"": 35, ""description"": ""35""}, {""data"": 40, ""description"": ""40""}, {""data"": 45, ""description"": ""45""}, {""data"": 50, ""description"": ""50""}, {""data"": 55, ""description"": ""55""}, {""data"": 60, ""description"": ""60""}, {""data"": 65, ""description"": ""65""}, {""data"": 70, ""description"": ""70""}, {""data"": 75, ""description"": ""75""}, {""data"": 80, ""description"": ""80""}, {""data"": 85, ""description"": ""85""}, {""data"": 90, ""description"": ""90""}, {""data"": 95, ""description"": ""95""}, {""data"": 100, ""description"": ""100""}, {""data"": 105, ""description"": ""105""}, {""data"": 110, ""description"": ""110""}, {""data"": 115, ""description"": ""115""}, {""data"": 120, ""description"": ""120""}, {""data"": 125, ""description"": ""125""}, {""data"": 130, ""description"": ""130""}, {""data"": 135, ""description"": ""135""}, {""data"": 140, ""description"": ""140""}, {""data"": 145, ""description"": ""145""}, {""data"": 150, ""description"": ""150""}, {""data"": 155, ""description"": ""155""}, {""data"": 160, ""description"": ""160""}, {""data"": 165, ""description"": ""165""}, {""data"": 170, ""description"": ""170""}, {""data"": 175, ""description"": ""175""}, {""data"": 180, ""description"": ""180""}, {""data"": 185, ""description"": ""185""}, {""data"": 190, ""description"": ""190""}, {""data"": 195, ""description"": ""195""}, {""data"": 200, ""description"": ""200""}]",—,—,服主；显示项可能允许客户端覆盖,✅,✅,个人横纵偏移；菜单横向 -300～300、纵向 -200～200，步长 100。,应补更细偏移,/home/ubuntu/Steam/steamapps/workshop/content/322330/2477889104/modinfo.lua,[OffsetY](/home/ubuntu/Steam/steamapps/workshop/content/322330/2477889104/modinfo.lua:293)
Beefalo Status Bar,OffsetYMult,Y Offset Multiplier,1,1 / 2 / 3 / 4 / 5 / 6 / 7 / 8 / 9 / 10 / 11 / 12 / 13 / 14 / 15 / 16 / 17 / 18 / 19 / 20,"[{""hover"": ""Default"", ""description"": ""None"", ""data"": 1}, {""data"": 2, ""description"": ""2x""}, {""data"": 3, ""description"": ""3x""}, {""data"": 4, ""description"": ""4x""}, {""data"": 5, ""description"": ""5x""}, {""data"": 6, ""description"": ""6x""}, {""data"": 7, ""description"": ""7x""}, {""data"": 8, ""description"": ""8x""}, {""data"": 9, ""description"": ""9x""}, {""data"": 10, ""description"": ""10x""}, {""data"": 11, ""description"": ""11x""}, {""data"": 12, ""description"": ""12x""}, {""data"": 13, ""description"": ""13x""}, {""data"": 14, ""description"": ""14x""}, {""data"": 15, ""description"": ""15x""}, {""data"": 16, ""description"": ""16x""}, {""data"": 17, ""description"": ""17x""}, {""data"": 18, ""description"": ""18x""}, {""data"": 19, ""description"": ""19x""}, {""data"": 20, ""description"": ""20x""}]",—,—,服主；显示项可能允许客户端覆盖,✅,❌,无倍数及微调入口；保存校验只接受绝对值≤600。,直接提供细粒度偏移即可，无需照搬倍数,/home/ubuntu/Steam/steamapps/workshop/content/322330/2477889104/modinfo.lua,[OffsetYMult](/home/ubuntu/Steam/steamapps/workshop/content/322330/2477889104/modinfo.lua:300)
Beefalo Status Bar,OffsetYFine,Y Offset Fine Tune,0,-50 / -49 / -48 / -47 / -46 / -45 / -44 / -43 / -42 / -41 / -40 / -39 / -38 / -37 / -36 / -35 / -34 / -33 / -32 / -31 / -30 / -29 / -28 / -27 / -26 / -25 / -24 / -23 / -22 / -21 / -20 / -19 / -18 / -17 / -16 / -15 / -14 / -13 / -12 / -11 / -10 / -9 / -8 / -7 / -6 / -5 / -4 / -3 / -2 / -1 / 0 / 1 / 2 / 3 / 4 / 5 / 6 / 7 / 8 / 9 / 10 / 11 / 12 / 13 / 14 / 15 / 16 / 17 / 18 / 19 / 20 / 21 / 22 / 23 / 24 / 25 / 26 / 27 / 28 / 29 / 30 / 31 / 32 / 33 / 34 / 35 / 36 / 37 / 38 / 39 / 40 / 41 / 42 / 43 / 44 / 45 / 46 / 47 / 48 / 49 / 50,"[{""data"": -50, ""description"": ""-50""}, {""data"": -49, ""description"": ""-49""}, {""data"": -48, ""description"": ""-48""}, {""data"": -47, ""description"": ""-47""}, {""data"": -46, ""description"": ""-46""}, {""data"": -45, ""description"": ""-45""}, {""data"": -44, ""description"": ""-44""}, {""data"": -43, ""description"": ""-43""}, {""data"": -42, ""description"": ""-42""}, {""data"": -41, ""description"": ""-41""}, {""data"": -40, ""description"": ""-40""}, {""data"": -39, ""description"": ""-39""}, {""data"": -38, ""description"": ""-38""}, {""data"": -37, ""description"": ""-37""}, {""data"": -36, ""description"": ""-36""}, {""data"": -35, ""description"": ""-35""}, {""data"": -34, ""description"": ""-34""}, {""data"": -33, ""description"": ""-33""}, {""data"": -32, ""description"": ""-32""}, {""data"": -31, ""description"": ""-31""}, {""data"": -30, ""description"": ""-30""}, {""data"": -29, ""description"": ""-29""}, {""data"": -28, ""description"": ""-28""}, {""data"": -27, ""description"": ""-27""}, {""data"": -26, ""description"": ""-26""}, {""data"": -25, ""description"": ""-25""}, {""data"": -24, ""description"": ""-24""}, {""data"": -23, ""description"": ""-23""}, {""data"": -22, ""description"": ""-22""}, {""data"": -21, ""description"": ""-21""}, {""data"": -20, ""description"": ""-20""}, {""data"": -19, ""description"": ""-19""}, {""data"": -18, ""description"": ""-18""}, {""data"": -17, ""description"": ""-17""}, {""data"": -16, ""description"": ""-16""}, {""data"": -15, ""description"": ""-15""}, {""data"": -14, ""description"": ""-14""}, {""data"": -13, ""description"": ""-13""}, {""data"": -12, ""description"": ""-12""}, {""data"": -11, ""description"": ""-11""}, {""data"": -10, ""description"": ""-10""}, {""data"": -9, ""description"": ""-9""}, {""data"": -8, ""description"": ""-8""}, {""data"": -7, ""description"": ""-7""}, {""data"": -6, ""description"": ""-6""}, {""data"": -5, ""description"": ""-5""}, {""data"": -4, ""description"": ""-4""}, {""data"": -3, ""description"": ""-3""}, {""data"": -2, ""description"": ""-2""}, {""data"": -1, ""description"": ""-1""}, {""hover"": ""Default"", ""data"": 0, ""description"": ""0""}, {""data"": 1, ""description"": ""1""}, {""data"": 2, ""description"": ""2""}, {""data"": 3, ""description"": ""3""}, {""data"": 4, ""description"": ""4""}, {""data"": 5, ""description"": ""5""}, {""data"": 6, ""description"": ""6""}, {""data"": 7, ""description"": ""7""}, {""data"": 8, ""description"": ""8""}, {""data"": 9, ""description"": ""9""}, {""data"": 10, ""description"": ""10""}, {""data"": 11, ""description"": ""11""}, {""data"": 12, ""description"": ""12""}, {""data"": 13, ""description"": ""13""}, {""data"": 14, ""description"": ""14""}, {""data"": 15, ""description"": ""15""}, {""data"": 16, ""description"": ""16""}, {""data"": 17, ""description"": ""17""}, {""data"": 18, ""description"": ""18""}, {""data"": 19, ""description"": ""19""}, {""data"": 20, ""description"": ""20""}, {""data"": 21, ""description"": ""21""}, {""data"": 22, ""description"": ""22""}, {""data"": 23, ""description"": ""23""}, {""data"": 24, ""description"": ""24""}, {""data"": 25, ""description"": ""25""}, {""data"": 26, ""description"": ""26""}, {""data"": 27, ""description"": ""27""}, {""data"": 28, ""description"": ""28""}, {""data"": 29, ""description"": ""29""}, {""data"": 30, ""description"": ""30""}, {""data"": 31, ""description"": ""31""}, {""data"": 32, ""description"": ""32""}, {""data"": 33, ""description"": ""33""}, {""data"": 34, ""description"": ""34""}, {""data"": 35, ""description"": ""35""}, {""data"": 36, ""description"": ""36""}, {""data"": 37, ""description"": ""37""}, {""data"": 38, ""description"": ""38""}, {""data"": 39, ""description"": ""39""}, {""data"": 40, ""description"": ""40""}, {""data"": 41, ""description"": ""41""}, {""data"": 42, ""description"": ""42""}, {""data"": 43, ""description"": ""43""}, {""data"": 44, ""description"": ""44""}, {""data"": 45, ""description"": ""45""}, {""data"": 46, ""description"": ""46""}, {""data"": 47, ""description"": ""47""}, {""data"": 48, ""description"": ""48""}, {""data"": 49, ""description"": ""49""}, {""data"": 50, ""description"": ""50""}]",—,—,服主；显示项可能允许客户端覆盖,✅,❌,无倍数及微调入口；保存校验只接受绝对值≤600。,直接提供细粒度偏移即可，无需照搬倍数,/home/ubuntu/Steam/steamapps/workshop/content/322330/2477889104/modinfo.lua,[OffsetYFine](/home/ubuntu/Steam/steamapps/workshop/content/322330/2477889104/modinfo.lua:307)
Wildwise,language,语言,auto,auto / en / zh,"[{""description"": ""跟随游戏"", ""data"": ""auto""}, {""description"": ""English"", ""data"": ""en""}, {""description"": ""简体中文"", ""data"": ""zh""}]",—,—,服主,不适用,✅,原生 modinfo 与 core/config 公共字段一致。,现有能力,/usr/local/src/Wildwise/modinfo.lua,[language](/usr/local/src/Wildwise/modinfo.lua)
Wildwise,ui_scale,界面缩放,1,0.75 / 1 / 1.25 / 1.5,"[{""description"": ""0.75"", ""data"": 0.75}, {""description"": ""1"", ""data"": 1}, {""description"": ""1.25"", ""data"": 1.25}, {""description"": ""1.5"", ""data"": 1.5}]",—,—,服主,不适用,✅,原生 modinfo 与 core/config 公共字段一致。,现有能力,/usr/local/src/Wildwise/modinfo.lua,[ui_scale](/usr/local/src/Wildwise/modinfo.lua)
Wildwise,menu_key,菜单按键,288,287 / 288 / 289,"[{""description"": ""F6"", ""data"": 287}, {""description"": ""F7"", ""data"": 288}, {""description"": ""F8"", ""data"": 289}]",—,—,服主,不适用,✅,原生 modinfo 与 core/config 公共字段一致。,现有能力,/usr/local/src/Wildwise/modinfo.lua,[menu_key](/usr/local/src/Wildwise/modinfo.lua)
Wildwise,diagnostics,本地诊断日志,false,true / false,"[{""description"": ""开启"", ""data"": true}, {""description"": ""关闭"", ""data"": false}]",—,—,服主,不适用,✅,原生 modinfo 与 core/config 公共字段一致。,现有能力,/usr/local/src/Wildwise/modinfo.lua,[diagnostics](/usr/local/src/Wildwise/modinfo.lua)
Wildwise,info_enabled,信息洞察,true,true / false,"[{""description"": ""开启"", ""data"": true}, {""description"": ""关闭"", ""data"": false}]",—,—,服主,不适用,✅,原生 modinfo 与 core/config 公共字段一致。,现有能力,/usr/local/src/Wildwise/modinfo.lua,[info_enabled](/usr/local/src/Wildwise/modinfo.lua)
Wildwise,info_container_contents,允许容器内容查询,false,true / false,"[{""description"": ""开启"", ""data"": true}, {""description"": ""关闭"", ""data"": false}]",—,—,服主,不适用,✅,原生 modinfo 与 core/config 公共字段一致。,现有能力,/usr/local/src/Wildwise/modinfo.lua,[info_container_contents](/usr/local/src/Wildwise/modinfo.lua)
Wildwise,info_world_events,允许世界事件详情,false,true / false,"[{""description"": ""开启"", ""data"": true}, {""description"": ""关闭"", ""data"": false}]",—,—,服主,不适用,✅,原生 modinfo 与 core/config 公共字段一致。,现有能力,/usr/local/src/Wildwise/modinfo.lua,[info_world_events](/usr/local/src/Wildwise/modinfo.lua)
Wildwise,info_attack_range,允许攻击范围提示,false,true / false,"[{""description"": ""开启"", ""data"": true}, {""description"": ""关闭"", ""data"": false}]",—,—,服主,不适用,✅,原生 modinfo 与 core/config 公共字段一致。,现有能力,/usr/local/src/Wildwise/modinfo.lua,[info_attack_range](/usr/local/src/Wildwise/modinfo.lua)
Wildwise,info_font_size,信息字号,22,18 / 22 / 26 / 30,"[{""description"": ""18"", ""data"": 18}, {""description"": ""22"", ""data"": 22}, {""description"": ""26"", ""data"": 26}, {""description"": ""30"", ""data"": 30}]",—,—,服主,不适用,✅,原生 modinfo 与 core/config 公共字段一致。,现有能力,/usr/local/src/Wildwise/modinfo.lua,[info_font_size](/usr/local/src/Wildwise/modinfo.lua)
Wildwise,healthbars_enabled,战斗血条,true,true / false,"[{""description"": ""开启"", ""data"": true}, {""description"": ""关闭"", ""data"": false}]",—,—,服主,不适用,✅,原生 modinfo 与 core/config 公共字段一致。,现有能力,/usr/local/src/Wildwise/modinfo.lua,[healthbars_enabled](/usr/local/src/Wildwise/modinfo.lua)
Wildwise,healthbars_limit,血条数量上限,12,4 / 8 / 12 / 16 / 20,"[{""description"": ""4"", ""data"": 4}, {""description"": ""8"", ""data"": 8}, {""description"": ""12"", ""data"": 12}, {""description"": ""16"", ""data"": 16}, {""description"": ""20"", ""data"": 20}]",—,—,服主,不适用,✅,原生 modinfo 与 core/config 公共字段一致。,现有能力,/usr/local/src/Wildwise/modinfo.lua,[healthbars_limit](/usr/local/src/Wildwise/modinfo.lua)
Wildwise,healthbars_linger_seconds,脱战收起延迟,2,0 / 1 / 2 / 3 / 5,"[{""description"": ""0"", ""data"": 0}, {""description"": ""1"", ""data"": 1}, {""description"": ""2"", ""data"": 2}, {""description"": ""3"", ""data"": 3}, {""description"": ""5"", ""data"": 5}]",—,—,服主,不适用,✅,原生 modinfo 与 core/config 公共字段一致。,现有能力,/usr/local/src/Wildwise/modinfo.lua,[healthbars_linger_seconds](/usr/local/src/Wildwise/modinfo.lua)
Wildwise,healthbars_scale,血条缩放,1,0.75 / 1 / 1.25 / 1.5,"[{""description"": ""0.75"", ""data"": 0.75}, {""description"": ""1"", ""data"": 1}, {""description"": ""1.25"", ""data"": 1.25}, {""description"": ""1.5"", ""data"": 1.5}]",—,—,服主,不适用,✅,原生 modinfo 与 core/config 公共字段一致。,现有能力,/usr/local/src/Wildwise/modinfo.lua,[healthbars_scale](/usr/local/src/Wildwise/modinfo.lua)
Wildwise,healthbars_numbers,血量数值,true,true / false,"[{""description"": ""开启"", ""data"": true}, {""description"": ""关闭"", ""data"": false}]",—,—,服主,不适用,✅,原生 modinfo 与 core/config 公共字段一致。,现有能力,/usr/local/src/Wildwise/modinfo.lua,[healthbars_numbers](/usr/local/src/Wildwise/modinfo.lua)
Wildwise,healthbars_hostile_scope,敌意范围,self,self / followers / nearby / nearby_followers,"[{""description"": ""仅自己"", ""data"": ""self""}, {""description"": ""自己及随从"", ""data"": ""followers""}, {""description"": ""附近玩家"", ""data"": ""nearby""}, {""description"": ""附近玩家及随从"", ""data"": ""nearby_followers""}]",—,—,服主,不适用,✅,原生 modinfo 与 core/config 公共字段一致。,现有能力,/usr/local/src/Wildwise/modinfo.lua,[healthbars_hostile_scope](/usr/local/src/Wildwise/modinfo.lua)
Wildwise,map_enabled,地图协作,true,true / false,"[{""description"": ""开启"", ""data"": true}, {""description"": ""关闭"", ""data"": false}]",—,—,服主,不适用,✅,原生 modinfo 与 core/config 公共字段一致。,现有能力,/usr/local/src/Wildwise/modinfo.lua,[map_enabled](/usr/local/src/Wildwise/modinfo.lua)
Wildwise,map_share_position,位置共享,auto,auto / on / off,"[{""description"": ""跟随游戏模式"", ""data"": ""auto""}, {""description"": ""开启"", ""data"": ""on""}, {""description"": ""关闭"", ""data"": ""off""}]",—,—,服主,不适用,✅,原生 modinfo 与 core/config 公共字段一致。,现有能力,/usr/local/src/Wildwise/modinfo.lua,[map_share_position](/usr/local/src/Wildwise/modinfo.lua)
Wildwise,map_share_exploration,探索共享,auto,auto / on / off,"[{""description"": ""跟随游戏模式"", ""data"": ""auto""}, {""description"": ""开启"", ""data"": ""on""}, {""description"": ""关闭"", ""data"": ""off""}]",—,—,服主,不适用,✅,原生 modinfo 与 core/config 公共字段一致。,现有能力,/usr/local/src/Wildwise/modinfo.lua,[map_share_exploration](/usr/local/src/Wildwise/modinfo.lua)
Wildwise,items_enabled,物品整理,true,true / false,"[{""description"": ""开启"", ""data"": true}, {""description"": ""关闭"", ""data"": false}]",—,—,服主,不适用,✅,原生 modinfo 与 core/config 公共字段一致。,现有能力,/usr/local/src/Wildwise/modinfo.lua,[items_enabled](/usr/local/src/Wildwise/modinfo.lua)
Wildwise,items_stack_world,合堆新世界掉落,true,true / false,"[{""description"": ""开启"", ""data"": true}, {""description"": ""关闭"", ""data"": false}]",—,—,服主,不适用,✅,原生 modinfo 与 core/config 公共字段一致。,现有能力,/usr/local/src/Wildwise/modinfo.lua,[items_stack_world](/usr/local/src/Wildwise/modinfo.lua)
Wildwise,items_stack_manual,合堆玩家丢弃物,false,true / false,"[{""description"": ""开启"", ""data"": true}, {""description"": ""关闭"", ""data"": false}]",—,—,服主,不适用,✅,原生 modinfo 与 core/config 公共字段一致。,现有能力,/usr/local/src/Wildwise/modinfo.lua,[items_stack_manual](/usr/local/src/Wildwise/modinfo.lua)
Wildwise,items_stack_loaded,合堆读档地面物品,false,true / false,"[{""description"": ""开启"", ""data"": true}, {""description"": ""关闭"", ""data"": false}]",—,—,服主,不适用,✅,原生 modinfo 与 core/config 公共字段一致。,现有能力,/usr/local/src/Wildwise/modinfo.lua,[items_stack_loaded](/usr/local/src/Wildwise/modinfo.lua)
Wildwise,items_pickup_allowed,允许玩家开启自动拾取,false,true / false,"[{""description"": ""开启"", ""data"": true}, {""description"": ""关闭"", ""data"": false}]",—,—,服主,不适用,✅,原生 modinfo 与 core/config 公共字段一致。,现有能力,/usr/local/src/Wildwise/modinfo.lua,[items_pickup_allowed](/usr/local/src/Wildwise/modinfo.lua)
Wildwise,items_pickup_existing,拾取要求背包已有同类,true,true / false,"[{""description"": ""开启"", ""data"": true}, {""description"": ""关闭"", ""data"": false}]",—,—,服主,不适用,✅,原生 modinfo 与 core/config 公共字段一致。,现有能力,/usr/local/src/Wildwise/modinfo.lua,[items_pickup_existing](/usr/local/src/Wildwise/modinfo.lua)
Wildwise,items_radius,物品处理半径,4,2 / 4 / 6 / 8,"[{""description"": ""2"", ""data"": 2}, {""description"": ""4"", ""data"": 4}, {""description"": ""6"", ""data"": 6}, {""description"": ""8"", ""data"": 8}]",—,—,服主,不适用,✅,原生 modinfo 与 core/config 公共字段一致。,现有能力,/usr/local/src/Wildwise/modinfo.lua,[items_radius](/usr/local/src/Wildwise/modinfo.lua)
